date,description,merchant,amount,type,payment_method,source,category,description_clean
2026-01-17,OYO Rooms booking,OYO Rooms,7761.5,expense,Net Banking,manual,Travel,oyo rooms booking
2026-01-17,Payment to Local Restaurant,Local Restaurant,1152.67,expense,Cash,excel_import,Food,payment to local restaurant
2026-01-17,Dominos order #78276,Dominos,510.12,expense,Card,csv_import,Food,dominos order #78276
2026-01-18,PVR Cinemas subscription,PVR Cinemas,1184.23,expense,Card,csv_import,Entertainment,pvr cinemas subscription
2026-01-18,Fuel - Ola,Ola,1174.34,expense,Card,excel_import,Transport,fuel - ola
2026-01-18,Fuel - Metro Card Recharge,Metro Card Recharge,1603.01,expense,Card,manual,Transport,fuel - metro card recharge
2026-01-18,POS-Croma-97531,Croma,7821.77,expense,Net Banking,excel_import,Shopping,pos-croma-97531
2026-01-18,UPI-Swiggy-27137,Swiggy,497.87,expense,UPI,csv_import,Food,upi-swiggy-27137
2026-01-19,Payment to Cafe Coffee Day,Cafe Coffee Day,388.11,expense,UPI,manual,Food,payment to cafe coffee day
2026-01-19,UPI-HP Petrol Pump-56902,HP Petrol Pump,1139.82,expense,UPI,csv_import,Transport,upi-hp petrol pump-56902
2026-01-21,Ola booking,Ola,608.88,expense,UPI,csv_import,Transport,ola booking
2026-01-21,UPI-Yatra-41367,Yatra,11172.81,expense,Card,manual,Travel,upi-yatra-41367
2026-01-21,Local Kirana Store delivery,Local Kirana Store,1509.35,expense,UPI,csv_import,Groceries,local kirana store delivery
2026-01-21,Indian Oil trip,Indian Oil,1874.26,expense,Cash,excel_import,Transport,indian oil trip
2026-01-21,1mg medicines,1mg,1511.52,expense,UPI,excel_import,Healthcare,1mg medicines
2026-01-21,POS-Ajio-29068,Ajio,6426.76,expense,Card,manual,Shopping,pos-ajio-29068
2026-01-21,School Fee Office subscription,School Fee Office,10901.07,expense,UPI,manual,Education,school fee office subscription
2026-01-21,MedPlus medicines,MedPlus,3489.22,expense,Card,manual,Healthcare,medplus medicines
2026-01-22,DMart order #22354,DMart,642.25,expense,UPI,manual,Groceries,dmart order #22354
2026-01-22,Blinkit monthly groceries,Blinkit,4020.15,expense,UPI,csv_import,Groceries,blinkit monthly groceries
2026-01-22,More Supermarket order #58357,Unknown,2001.93,expense,UPI,manual,Groceries,more supermarket order #58357
2026-01-23,Fuel - Auto Rickshaw,Auto Rickshaw,1911.32,expense,Card,csv_import,Transport,fuel - auto rickshaw
2026-01-23,Byju's tuition fee,Byju's,11266.96,expense,UPI,csv_import,Education,byjus tuition fee
2026-01-24,Decathlon online shopping,Decathlon,3894.78,expense,Net Banking,csv_import,Shopping,decathlon online shopping
2026-01-24,Metro Card Recharge ride payment,Metro Card Recharge,1520.21,expense,UPI,excel_import,Transport,metro card recharge ride payment
2026-01-24,UPI-SonyLIV-6122,SonyLIV,226.63,expense,Net Banking,csv_import,Entertainment,upi-sonyliv-6122
2026-01-24,OYO Rooms booking,OYO Rooms,17956.34,expense,Card,excel_import,Travel,oyo rooms booking
2026-01-24,ACT Fibernet postpaid bill,ACT Fibernet,252.15,expense,UPI,excel_import,Bills & Utilities,act fibernet postpaid bill
2026-01-25,Fuel - Bharat Petroleum,Bharat Petroleum,1340.68,expense,Card,excel_import,Transport,fuel - bharat petroleum
2026-01-25,UPI-INOX-94382,INOX,1243.2,expense,Card,excel_import,Entertainment,upi-inox-94382
2026-01-25,Rapido trip,Rapido,179.49,expense,UPI,csv_import,Transport,rapido trip
2026-01-25,Landlord Transfer rent transfer,Landlord Transfer,19569.44,expense,Net Banking,excel_import,Rent,landlord transfer rent transfer
2026-01-25,Local Kirana Store delivery,Local Kirana Store,3455.08,expense,UPI,csv_import,Groceries,local kirana store delivery
2026-01-26,PVR Cinemas subscription,PVR Cinemas,639.96,expense,UPI,excel_import,Entertainment,pvr cinemas subscription
2026-01-26,Local Salon membership renewal,Local Salon,2051.29,expense,Cash,excel_import,Personal Care,local salon membership renewal
2026-01-26,Croma order #83490,Croma,6775.73,expense,UPI,csv_import,Shopping,croma order #83490
2026-01-26,Subway dine in,Subway,628.83,expense,UPI,excel_import,Food,subway dine in
2026-01-26,UPI-DMart-41420,DMart,1559.24,expense,UPI,manual,Groceries,upi-dmart-41420
2026-01-26,Uber trip,Uber,2137.82,expense,UPI,excel_import,Transport,uber trip
2026-01-27,Myntra order #73112,Myntra,1736.5,expense,Net Banking,manual,Shopping,myntra order #73112
2026-01-27,NEFT-NoBroker Rent Pay-95867,NoBroker Rent Pay,25229.71,expense,Net Banking,csv_import,Rent,neft-nobroker rent pay-95867
2026-01-27,Payment to PVR Cinemas,PVR Cinemas,1121.35,expense,Net Banking,csv_import,Entertainment,payment to pvr cinemas
2026-01-27,IRCTC booking,IRCTC,1552.89,expense,Cash,csv_import,Transport,irctc booking
2026-01-28,Monthly rent payment,Housing Society,9194.39,expense,NEFT,manual,Rent,monthly rent payment
2026-01-28,HCL Salary salary,HCL Salary,93900.0,income,Bank Transfer,manual,Salary,hcl salary salary
2026-01-28,UPI-Tata Power-45208,Tata Power,3152.81,expense,UPI,excel_import,Bills & Utilities,upi-tata power-45208
2026-01-28,Monthly salary - HCL Salary,HCL Salary,114000.0,income,Bank Transfer,csv_import,Salary,monthly salary - hcl salary
2026-01-28,Yatra booking,Yatra,16379.54,expense,Card,manual,Travel,yatra booking
2026-01-28,Monthly salary - Acme Corp Payroll,Acme Corp Payroll,83700.0,income,Bank Transfer,excel_import,Salary,monthly salary - acme corp payroll
2026-01-28,Payment to Spotify,Spotify,965.87,expense,Net Banking,manual,Entertainment,payment to spotify
2026-01-29,IndiGo Airlines hotel booking,IndiGo Airlines,13334.09,expense,Card,manual,Travel,indigo airlines hotel booking
2026-01-29,Payment to Subway,Subway,1011.47,expense,Cash,excel_import,Food,payment to subway
2026-01-29,Blinkit delivery,Blinkit,2155.71,expense,Cash,csv_import,Groceries,blinkit delivery
2026-01-29,BSES Electricity postpaid bill,BSES Electricity,1077.13,expense,Net Banking,manual,Bills & Utilities,bses electricity postpaid bill
2026-01-29,OYO Rooms hotel booking,OYO Rooms,20535.83,expense,Net Banking,manual,Travel,oyo rooms hotel booking
2026-01-30,Auto Rickshaw booking,Auto Rickshaw,113.19,expense,UPI,manual,Transport,auto rickshaw booking
2026-01-30,Croma purchase,Croma,1682.11,expense,Card,manual,Shopping,croma purchase
2026-01-30,ACT Fibernet monthly bill,ACT Fibernet,1978.82,expense,UPI,csv_import,Bills & Utilities,act fibernet monthly bill
2026-01-30,UPI-PVR Cinemas-55803,PVR Cinemas,216.42,expense,UPI,excel_import,Entertainment,upi-pvr cinemas-55803
2026-01-30,McDonalds food delivery,McDonalds,1126.68,expense,Card,excel_import,Food,mcdonalds food delivery
2026-01-30,ACT Fibernet postpaid bill,ACT Fibernet,2481.85,expense,Net Banking,manual,Bills & Utilities,act fibernet postpaid bill
2026-01-30,Dominos online order,Dominos,983.75,expense,UPI,excel_import,Food,dominos online order
2026-01-31,Grocery - Blinkit,Blinkit,888.47,expense,Cash,excel_import,Groceries,grocery - blinkit
2026-01-31,UPI-BookMyShow-11928,BookMyShow,174.06,expense,Net Banking,csv_import,Entertainment,upi-bookmyshow-11928
2026-01-31,UPI-INOX-16101,INOX,1046.16,expense,UPI,manual,Entertainment,upi-inox-16101
2026-02-01,Zomato dine in,Zomato,907.45,expense,UPI,excel_import,Food,zomato dine in
2026-02-01,Monthly salary - TCS Salary,TCS Salary,61200.0,income,NEFT,excel_import,Salary,monthly salary - tcs salary
2026-02-01,Employer Pvt Ltd salary,Employer Pvt Ltd,36500.0,income,NEFT,manual,Salary,employer pvt ltd salary
2026-02-01,Salary credit February,Employer Pvt Ltd,37200.0,income,Bank Transfer,manual,Salary,salary credit february
2026-02-01,Monthly rent payment,NoBroker Rent Pay,21339.94,expense,Net Banking,csv_import,Rent,monthly rent payment
2026-02-01,NEFT-Company Payroll-2197,Company Payroll,65900.0,income,Bank Transfer,manual,Salary,neft-company payroll-2197
2026-02-01,Local Salon membership renewal,Local Salon,449.97,expense,UPI,excel_import,Personal Care,local salon membership renewal
2026-02-01,Flipkart purchase,Flipkart,6387.9,expense,Net Banking,manual,Shopping,flipkart purchase
2026-02-01,Monthly salary - HCL Salary,HCL Salary,89100.0,income,NEFT,excel_import,Salary,monthly salary - hcl salary
2026-02-01,Salary credit February,HCL Salary,72200.0,income,Bank Transfer,excel_import,Salary,salary credit february
2026-02-01,Dominos dine in,Dominos,203.42,expense,UPI,csv_import,Food,dominos dine in
2026-02-01,  Local Coaching Center tuition fee,Local Coaching Center,7578.12,expense,Card,csv_import,Education,local coaching center tuition fee
2026-02-01,Big Bazaar online shopping,Big Bazaar,1424.64,expense,UPI,excel_import,Shopping,big bazaar online shopping
2026-02-01,KFC order #98796,KFC,216.12,expense,Cash,manual,Food,kfc order #98796
2026-02-01,Monthly salary - Acme Corp Payroll,Acme Corp Payroll,39700.0,income,Bank Transfer,manual,Salary,monthly salary - acme corp payroll
2026-02-01,Grocery - Local Kirana Store,Local Kirana Store,1088.85,expense,Card,manual,Groceries,grocery - local kirana store
2026-02-01,Croma online shopping,Croma,2378.58,expense,Net Banking,csv_import,Shopping,croma online shopping
2026-02-01,Max Healthcare medicines,Max Healthcare,343.34,expense,Cash,csv_import,Healthcare,max healthcare medicines
2026-02-02,UPI-DMart-75899,DMart,507.11,expense,Card,csv_import,Groceries,upi-dmart-75899
2026-02-02,Reliance Fresh monthly groceries,Reliance Fresh,1246.66,expense,UPI,csv_import,Groceries,reliance fresh monthly groceries
2026-02-02,Subway dine in,Subway,527.26,expense,UPI,csv_import,Food,subway dine in
2026-02-03,Auto Rickshaw ride payment,Auto Rickshaw,1007.93,expense,Cash,csv_import,Transport,auto rickshaw ride payment
2026-02-03,Municipal Water Board postpaid bill,Municipal Water Board,3078.69,expense,Net Banking,excel_import,Bills & Utilities,municipal water board postpaid bill
2026-02-03,UPI-Nykaa-20622,Nykaa,217.82,expense,UPI,excel_import,Personal Care,upi-nykaa-20622
2026-02-03,Flipkart order #66193,Flipkart,3559.11,expense,Card,csv_import,Shopping,flipkart order #66193
2026-02-03,SonyLIV subscription,SonyLIV,627.95,expense,UPI,csv_import,Entertainment,sonyliv subscription
2026-02-03,SonyLIV movie tickets,SonyLIV,1107.9,expense,Card,manual,Entertainment,sonyliv movie tickets
2026-02-04,Netmeds medicines,Netmeds,1891.85,expense,Cash,manual,Healthcare,netmeds medicines
2026-02-04,Rapido booking,Rapido,318.78,expense,Card,csv_import,Transport,rapido booking
2026-02-04,UPI-Auto Rickshaw-63629,Auto Rickshaw,751.91,expense,UPI,manual,Transport,upi-auto rickshaw-63629
2026-02-04,Swiggy food delivery,Swiggy,703.66,expense,Cash,csv_import,Food,swiggy food delivery
2026-02-04,Nykaa membership renewal,Nykaa,2676.84,expense,Card,csv_import,Personal Care,nykaa membership renewal
2026-02-04,Payment to Subway,Subway,1187.5,expense,Card,csv_import,Food,payment to subway
2026-02-05,Local Kirana Store delivery,Local Kirana Store,1605.33,expense,Cash,manual,Groceries,local kirana store delivery
2026-02-05,NEFT-Landlord Transfer-99109,Landlord Transfer,8597.65,expense,NEFT,csv_import,Rent,neft-landlord transfer-99109
2026-02-05,Urban Company membership renewal,Urban Company,2699.72,expense,Card,csv_import,Personal Care,urban company membership renewal
2026-02-05,Local Coaching Center course fee,Local Coaching Center,2678.76,expense,UPI,manual,Education,local coaching center course fee
2026-02-05,Reliance Fresh monthly groceries,Reliance Fresh,1498.0,expense,Card,manual,Groceries,reliance fresh monthly groceries
2026-02-05,Dominos food delivery,Dominos,1003.15,expense,Card,csv_import,Food,dominos food delivery
2026-02-05,Ola recharge,Ola,2330.33,expense,Cash,excel_import,Transport,ola recharge
2026-02-06,Payment to Local Clinic,Local Clinic,2379.52,expense,UPI,manual,Healthcare,payment to local clinic
2026-02-06,Bharat Petroleum ride payment,Unknown,2101.37,expense,Card,excel_import,Transport,bharat petroleum ride payment
2026-02-06,COURSERA SUBSCRIPTION,Coursera,1216.15,expense,Net Banking,manual,Education,coursera subscription
2026-02-06,MakeMyTrip booking,MakeMyTrip,2328.75,expense,Net Banking,csv_import,Travel,makemytrip booking
2026-02-06,INOX monthly plan,INOX,1220.11,expense,UPI,csv_import,Entertainment,inox monthly plan
2026-02-06,Municipal Water Board bill payment,Municipal Water Board,3366.0,expense,UPI,manual,Bills & Utilities,municipal water board bill payment
2026-02-06,Flipkart online shopping,Flipkart,2831.59,expense,Net Banking,csv_import,Shopping,flipkart online shopping
2026-02-07,BookMyShow monthly plan,BookMyShow,631.61,expense,Net Banking,csv_import,Entertainment,bookmyshow monthly plan
2026-02-07,Payment to Local Clinic,Local Clinic,2351.01,expense,Cash,csv_import,Healthcare,payment to local clinic
2026-02-07,UPI-DMart-46032,DMart,592.22,expense,Card,excel_import,Groceries,upi-dmart-46032
2026-02-07,KFC food delivery,KFC,229.59,expense,Cash,manual,Food,kfc food delivery
2026-02-07,OYO Rooms flight ticket,OYO Rooms,15123.66,expense,Card,manual,Travel,oyo rooms flight ticket
2026-02-07,Payment to School Fee Office,School Fee Office,4608.62,expense,Net Banking,manual,Education,payment to school fee office
2026-02-08,Local Clinic medicines,Local Clinic,4941.56,expense,Card,excel_import,Healthcare,local clinic medicines
2026-02-08,UPI-Dominos-51871,Dominos,1068.31,expense,Cash,csv_import,Food,upi-dominos-51871
2026-02-08,NEFT-Landlord Transfer-62699,Landlord Transfer,13541.65,expense,NEFT,manual,Rent,neft-landlord transfer-62699
2026-02-09,Payment to Amazon Prime,Amazon Prime,1095.12,expense,UPI,manual,Entertainment,payment to amazon prime
2026-02-09,Payment to Swiggy,Swiggy,330.58,expense,UPI,excel_import,Food,payment to swiggy
2026-02-09,Dominos order #89502,Dominos,1168.74,expense,UPI,csv_import,Food,dominos order #89502
2026-02-09,BSES Electricity monthly bill,BSES Electricity,1126.82,expense,Auto Debit,excel_import,Bills & Utilities,bses electricity monthly bill
2026-02-09,More Supermarket delivery,More Supermarket,2896.78,expense,Card,excel_import,Groceries,more supermarket delivery
2026-02-09,McDonalds dine in,McDonalds,1074.94,expense,Cash,excel_import,Food,mcdonalds dine in
2026-02-09,Rapido trip,Rapido,459.48,expense,Card,csv_import,Transport,rapido trip
2026-02-10,Practo medicines,Practo,3745.71,expense,Card,manual,Healthcare,practo medicines
2026-02-10,Payment to PVR Cinemas!!,PVR Cinemas,465.68,expense,UPI,excel_import,Entertainment,payment to pvr cinemas
2026-02-10,Nykaa membership renewal,Nykaa,1168.31,expense,Card,excel_import,Personal Care,nykaa membership renewal
2026-02-10,Payment to Local Coaching Center,Local Coaching Center,9091.14,expense,Net Banking,manual,Education,payment to local coaching center
2026-02-10,Nykaa online shopping,Nykaa,1489.01,expense,UPI,csv_import,Shopping,nykaa online shopping
2026-02-10,Fortis Hospital medicines,Fortis Hospital,3445.32,expense,Cash,csv_import,Healthcare,fortis hospital medicines
2026-02-10,Spencer's delivery,Spencer's,3016.98,expense,Card,csv_import,Groceries,spencers delivery
2026-02-10,Health & Glow service,Health & Glow,2370.77,expense,UPI,manual,Personal Care,health  glow service
2026-02-10,POS-Flipkart-94231,Flipkart,1151.87,expense,UPI,excel_import,Shopping,pos-flipkart-94231
2026-02-10,Payment to School Fee Office,School Fee Office,2421.5,expense,Card,excel_import,Education,payment to school fee office
2026-02-11,Bharat Petroleum ride payment,Bharat Petroleum,991.41,expense,Cash,excel_import,Transport,bharat petroleum ride payment
2026-02-11,BSES Electricity monthly bill,BSES Electricity,774.11,expense,Net Banking,manual,Bills & Utilities,bses electricity monthly bill
2026-02-11,LPG Gas Agency bill payment,LPG Gas Agency,3060.84,expense,Net Banking,excel_import,Bills & Utilities,lpg gas agency bill payment
2026-02-11,Payment to Vistara,Vistara,22096.75,expense,Net Banking,csv_import,Travel,payment to vistara
2026-02-12,Rent - Landlord Transfer,Landlord Transfer,34039.93,expense,NEFT,manual,Rent,rent - landlord transfer
2026-02-12,Rent - NoBroker Rent Pay,NoBroker Rent Pay,27708.14,expense,Net Banking,excel_import,Rent,rent - nobroker rent pay
2026-02-12,POS-Big Bazaar-4268,Big Bazaar,728.93,expense,Card,manual,Shopping,pos-big bazaar-4268
2026-02-12,Starbucks online order,Starbucks,709.9,expense,Card,excel_import,Food,starbucks online order
2026-02-12,POS-Reliance Trends-26380,Reliance Trends,6250.97,expense,Card,manual,Shopping,pos-reliance trends-26380
2026-02-12,Tata Power bill payment,Tata Power,2907.54,expense,Net Banking,excel_import,Bills & Utilities,tata power bill payment
2026-02-13,Tata Power monthly bill,Tata Power,2311.57,expense,UPI,manual,Bills & Utilities,tata power monthly bill
2026-02-13,Grocery - Blinkit,Blinkit,395.49,expense,Card,csv_import,Groceries,grocery - blinkit
2026-02-13,Municipal Water Board monthly bill,Municipal Water Board,3046.83,expense,Auto Debit,excel_import,Bills & Utilities,municipal water board monthly bill
2026-02-13,McDonalds order #77873,McDonalds,1193.53,expense,UPI,csv_import,Food,mcdonalds order #77873
2026-02-13,UPI-Metro Card Recharge-31250,Metro Card Recharge,1283.54,expense,Card,manual,Transport,upi-metro card recharge-31250
2026-02-13,Uber booking,Uber,2327.59,expense,Card,manual,Transport,uber booking
2026-02-14,UPI-Fortis Hospital-45657,Fortis Hospital,3233.07,expense,Card,manual,Healthcare,upi-fortis hospital-45657
2026-02-14,NEFT-NoBroker Rent Pay-6358,NoBroker Rent Pay,25664.87,expense,NEFT,manual,Rent,neft-nobroker rent pay-6358
2026-02-14,Auto-debit ACT Fibernet,ACT Fibernet,1345.35,expense,UPI,csv_import,Bills & Utilities,auto-debit act fibernet
2026-02-14,UPI-Zomato-39759,Zomato,475.07,expense,Cash,excel_import,Food,upi-zomato-39759
2026-02-15,POS-IKEA-72848,IKEA,6680.75,expense,Card,csv_import,Shopping,pos-ikea-72848
2026-02-15,ACT Fibernet bill payment,ACT Fibernet,1264.46,expense,Net Banking,csv_import,Bills & Utilities,act fibernet bill payment
2026-02-15,More Supermarket delivery,More Supermarket,1805.59,expense,Card,csv_import,Groceries,more supermarket delivery
